Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Ghana,GHA,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)",UIS.LR.AG65T99.F.LPIA,0.45431,..,..,..,..,..,..,..,..,..,0.49953,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, male (%)",UIS.LR.AG65.M,38.42154,..,..,..,..,..,..,..,..,..,50.30876,..,..,..,..,..,..,..,64.96667,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)",UIS.LR.AG65T99.M.LPIA,0.53045,..,..,..,..,..,..,..,..,..,0.60646,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.RUR.GPIA,0.48727,..,..,..,..,..,..,..,..,..,0.407,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, rural, both sexes (%)",UIS.LR.AG65T99.RUR,21.33703,..,..,..,..,..,..,..,..,..,26.23214,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, rural, female (%)",UIS.LR.AG65T99.RUR.F,13.94983,..,..,..,..,..,..,..,..,..,15.9777,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, rural, male (%)",UIS.LR.AG65T99.RUR.M,28.62841,..,..,..,..,..,..,..,..,..,39.25725,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.URB.GPIA,0.56893,..,..,..,..,..,..,..,..,..,0.49413,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, urban, both sexes (%)",UIS.LR.AG65T99.URB,42.13761,..,..,..,..,..,..,..,..,..,45.3959,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, urban, female (%)",UIS.LR.AG65T99.URB.F,30.70544,..,..,..,..,..,..,..,..,..,31.98568,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Elderly literacy rate, population 65+ years, urban, male (%)",UIS.LR.AG65T99.URB.M,53.97032,..,..,..,..,..,..,..,..,..,64.73142,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)",UIS.LR.AG25T64.GPIA,0.70152,..,..,..,..,..,..,..,..,..,0.81171,..,..,..,..,..,..,..,0.85866,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)",UIS.LR.AG25T64.LPIA,0.5751,..,..,..,..,..,..,..,..,..,0.6597,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,55.46479,..,..,..,..,..,..,..,..,..,68.48741,..,..,..,..,..,..,..,74.63879,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, female (%)",UIS.LR.AG25T64.F,45.9723,..,..,..,..,..,..,..,..,..,61.70435,..,..,..,..,..,..,..,68.91473,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)",UIS.LR.AG25T64.F.LPIA,0.49439,..,..,..,..,..,..,..,..,..,0.60247,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, male (%)",UIS.LR.AG25T64.M,65.53227,..,..,..,..,..,..,..,..,..,76.01726,..,..,..,..,..,..,..,80.25826,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)",UIS.LR.AG25T64.M.LPIA,0.64629,..,..,..,..,..,..,..,..,..,0.71381,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG25T64.RUR.GPIA,0.59999,..,..,..,..,..,..,..,..,..,0.72678,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, rural, both sexes (%)",UIS.LR.AG25T64.RUR,41.28976,..,..,..,..,..,..,..,..,..,53.43286,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, rural, female (%)",UIS.LR.AG25T64.RUR.F,31.27333,..,..,..,..,..,..,..,..,..,45.33762,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, rural, male (%)",UIS.LR.AG25T64.RUR.M,52.12305,..,..,..,..,..,..,..,..,..,62.38148,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG25T64.URB.GPIA,0.78434,..,..,..,..,..,..,..,..,..,0.86109,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, urban, both sexes (%)",UIS.LR.AG25T64.URB,71.79555,..,..,..,..,..,..,..,..,..,80.99514,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, urban, female (%)",UIS.LR.AG25T64.URB.F,63.25686,..,..,..,..,..,..,..,..,..,75.25249,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, population 25-64 years, urban, male (%)",UIS.LR.AG25T64.URB.M,80.64948,..,..,..,..,..,..,..,..,..,87.39246,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Participants in literacy programmes as a % of the illiterate population, both sexes",UIS.PLILLITP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Participants in literacy programmes as a % of the illiterate population, female",UIS.PLILLITP.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Participants in literacy programmes as a % of the illiterate population, male",UIS.PLILLITP.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 10th Percentile Score,LO.PIAAC.LIT.P10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 25th Percentile Score,LO.PIAAC.LIT.P25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 50th Percentile Score,LO.PIAAC.LIT.P50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 5th Percentile Score,LO.PIAAC.LIT.P05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 75th Percentile Score,LO.PIAAC.LIT.P75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 90th Percentile Score,LO.PIAAC.LIT.P90,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Distribution of Adult Literacy Scores: 95th Percentile Score,LO.PIAAC.LIT.P95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.FE.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.FE.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.FE.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.FE.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.FE.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.FE.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Female adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.FE.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.MA.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.MA.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.MA.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.MA.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.MA.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.MA.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Male adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.MA.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Adult Literacy Proficiency. Female,LO.PIAAC.LIT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Adult Literacy Proficiency. Male,LO.PIAAC.LIT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Adult Literacy Proficiency. Total,LO.PIAAC.LIT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Young Adult Literacy Proficiency. Female,LO.PIAAC.LIT.YOU.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Young Adult Literacy Proficiency. Male,LO.PIAAC.LIT.YOU.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Mean Young Adult Literacy Proficiency. Total,LO.PIAAC.LIT.YOU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Below Level 1,LO.PIAAC.LIT.YOU.BE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 1,LO.PIAAC.LIT.YOU.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 2,LO.PIAAC.LIT.YOU.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 3,LO.PIAAC.LIT.YOU.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 4,LO.PIAAC.LIT.YOU.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 4 & 5,LO.PIAAC.LIT.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,PIAAC: Young adults by literacy proficiency level (%). Level 5,LO.PIAAC.LIT.YOU.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted gender parity index (GPIA)",UIS.YADULT.PROFILITERACY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted native parity index (NPIA)",UIS.YADULT.PROFILITERACY.NPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted wealth parity index (WPIA)",UIS.YADULT.PROFILITERACY.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",UIS.YADULT.PROFILITERACY,..,..,..,..,..,..,..,..,..,..,..,..,..,50.439,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, female (%)",UIS.YADULT.PROFILITERACY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, high socio-economic status (%)",UIS.YADULT.PROFILITERACY.HSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, immigrant background (%)",UIS.YADULT.PROFILITERACY.NON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, low socio-economic status (%)",UIS.YADULT.PROFILITERACY.LSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, male (%)",UIS.YADULT.PROFILITERACY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, non-immigrant background (%)",UIS.YADULT.PROFILITERACY.NAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,0.86231,..,..,..,..,..,..,..,..,..,0.94252,..,..,..,..,..,..,..,0.99404,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)",UIS.LR.AG15T24.LPIA,0.71305,..,..,..,..,..,..,..,..,..,0.84414,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,70.66306,..,..,..,..,..,..,..,..,..,85.71615,..,..,..,..,..,..,..,92.49097,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,65.48871,..,..,..,..,..,..,..,..,..,83.23453,..,..,..,..,..,..,..,92.20855,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)",UIS.LR.AG15T24.F.LPIA,0.67072,..,..,..,..,..,..,..,..,..,0.82563,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,75.9459,..,..,..,..,..,..,..,..,..,88.31075,..,..,..,..,..,..,..,92.761,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)",UIS.LR.AG15T24.M.LPIA,0.74661,..,..,..,..,..,..,..,..,..,0.85909,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.RUR.GPIA,0.80333,..,..,..,..,..,..,..,..,..,0.91599,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, rural, both sexes (%)",UIS.LR.AG15T24.RUR,58.7552,..,..,..,..,..,..,..,..,..,77.79421,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, rural, female (%)",UIS.LR.AG15T24.RUR.F,52.27659,..,..,..,..,..,..,..,..,..,74.34883,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, rural, male (%)",UIS.LR.AG15T24.RUR.M,65.07526,..,..,..,..,..,..,..,..,..,81.16802,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.URB.GPIA,0.89422,..,..,..,..,..,..,..,..,..,0.95311,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, urban, both sexes (%)",UIS.LR.AG15T24.URB,82.39932,..,..,..,..,..,..,..,..,..,92.15777,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, urban, female (%)",UIS.LR.AG15T24.URB.F,77.9406,..,..,..,..,..,..,..,..,..,90.05076,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Youth literacy rate, population 15-24 years, urban, male (%)",UIS.LR.AG15T24.URB.M,87.16052,..,..,..,..,..,..,..,..,..,94.4814,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,0.89026,..,..,..,..,..,..,0.85635,..,..,..,..,..,..,0.88336,..,..,..,0.91999,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)",UIS.LR.AG15T99.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,82.22908,..,..,..,..,..,..,72.15703,..,..,..,..,..,..,78.73304,..,..,..,81.53497,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,77.89298,..,..,..,..,..,..,66.86312,..,..,..,..,..,..,74.00632,..,..,..,78.18893,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)",UIS.LR.AG15T99.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,87.49466,..,..,..,..,..,..,78.07915,..,..,..,..,..,..,83.77803,..,..,..,84.98883,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)",UIS.LR.AG15T99.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.RUR.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, rural, both sexes (%)",UIS.LR.AG15T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, rural, female (%)",UIS.LR.AG15T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, rural, male (%)",UIS.LR.AG15T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, urban, both sexes (%)",UIS.LR.AG15T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, urban, female (%)",UIS.LR.AG15T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, urban, male (%)",UIS.LR.AG15T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.GPIA,0.49137,..,..,..,..,..,..,0.43378,..,..,..,..,..,..,0.49473,..,..,..,0.5718,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)",UIS.LR.AG65T99.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, both sexes (%)",UIS.LR.AG65,36.85446,..,..,..,..,..,..,43.81002,..,..,..,..,..,..,54.04168,..,..,..,57.42364,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, female (%)",UIS.LR.AG65.F,23.24324,..,..,..,..,..,..,27.49067,..,..,..,..,..,..,36.91753,..,..,..,43.69533,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)",UIS.LR.AG65T99.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, male (%)",UIS.LR.AG65.M,47.3029,..,..,..,..,..,..,63.37418,..,..,..,..,..,..,74.62202,..,..,..,76.41725,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)",UIS.LR.AG65T99.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.RUR.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, rural, both sexes (%)",UIS.LR.AG65T99.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, rural, female (%)",UIS.LR.AG65T99.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, rural, male (%)",UIS.LR.AG65T99.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)",UIS.LR.AG65T99.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, urban, both sexes (%)",UIS.LR.AG65T99.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, urban, female (%)",UIS.LR.AG65T99.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Elderly literacy rate, population 65+ years, urban, male (%)",UIS.LR.AG65T99.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)",UIS.LR.AG25T64.GPIA,0.82565,..,..,..,..,..,..,0.82712,..,..,..,..,..,..,0.86563,..,..,..,0.89637,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)",UIS.LR.AG25T64.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,79.44624,..,..,..,..,..,..,69.7329,..,..,..,..,..,..,77.31293,..,..,..,79.55892,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, female (%)",UIS.LR.AG25T64.F,72.46125,..,..,..,..,..,..,63.51469,..,..,..,..,..,..,71.88714,..,..,..,75.2791,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)",UIS.LR.AG25T64.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, male (%)",UIS.LR.AG25T64.M,87.76248,..,..,..,..,..,..,76.78986,..,..,..,..,..,..,83.04618,..,..,..,83.98201,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)",UIS.LR.AG25T64.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)",UIS.LR.AG25T64.RUR.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, rural, both sexes (%)",UIS.LR.AG25T64.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, rural, female (%)",UIS.LR.AG25T64.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Literacy rate, population 25-64 years, rural, male (%)",UIS.LR.AG25T64.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
